gene	gene_length
ERCC4	11
ALDOA	14
PSMB10	8
ACSM1	13
PSMD7	7
ACSM2A	14
MMP15	10
METTL9	5
IGSF6	6
SPG7	17
RBL2	22
CMTM2	4
MMP2	13
HAGHL	8
DEXI	1
ACSM5	14
JPT2	23
ABCC1	31
PLLP	6
C16orf90	3
KNOP1	5
FOXL1	1
MT1A	3
MT3	3
TMC5	22
MAF	2
CES3	13
PRKCB	17
DOK4	7
NAE1	20
IQCK	10
C16orf54	2
BFAR	8
ATP6V0D1	8
C16orf45	6
CIAO2B	5
RRAD	5
CFAP20	6
AL031708.1	23
TBC1D10B	9
VPS35	17
CCL22	3
AC012184.2	12
CX3CL1	3
DDX19B	12
CIAO3	11
FUK	24
CSNK2A2	12
ZCCHC14	13
TMEM208	6
CA7	7
GAN	11
RSPRY1	15
KIAA0895L	8
C16orf91	2
GCSH	5
C16orf74	4
ATXN2L	24
FBXL16	6
SDR42E1	3
GP2	12
OR2C1	1
MT1B	3
IRF8	9
CDIPT	6
HPR	5
PMFBP1	27
AC093525.1	3
TBX6	9
SULT1A4	8
MYLPF	7
CDH13	15
ZNF500	6
RRN3	18
ORC6	7
C16orf95	5
FBXO31	9
ZNF75A	6
NPIPA3	8
CCP110	15
AC092718.3	5
PARN	24
AC018554.3	1
NDE1	10
MT1E	3
PDPR	19
NTN3	6
TUFM	10
MT1F	3
BOLA2-SMG1P6	5
MCRIP2	5
SLC38A7	11
PKD1	46
PABPN1L	7
WWP2	24
SHISA9	5
NPIPB9	8
DYNLRB2	4
GPT2	12
TSC2	6
NMRAL1	6
AC093512.2	14
HMOX2	6
NLRC5	49
UBN1	16
GNPTG	11
TSR3	6
BAIAP3	34
GLYR1	16
DNAH3	62
ALG1	8
ZG16B	4
CACNG3	4
CCDC113	9
PRSS27	6
TIGD7	2
TERB1	19
ZP2	20
MTHFSD	8
ZNF263	6
MAPK3	9
SPN	2
SALL1	3
CDIP1	5
CPNE2	16
NUP93	22
MAZ	6
NPIPA1	8
HERPUD1	8
TMEM219	5
PDPK1	14
UBFD1	7
MGRN1	17
TBC1D24	3
AC093525.2	3
ATP6V0C	3
QPRT	4
PHKB	31
ZNF200	5
OR1F1	1
CLEC18A	13
MYH11	10
HS3ST2	2
DNAJA2	9
MEFV	10
COG7	17
FOXF1	2
SEZ6L2	18
SEC14L5	16
AC092718.8	6
BOLA2	5
CDYL2	7
C16orf58	14
NAA60	5
MVP	3
AC120114.4	3
CD19	15
ATP2A1	22
ANKS4B	2
EXOC3L1	14
CRYM	2
MSLN	17
NPIPA2	8
UBALD1	3
CDH11	13
GGA2	17
ZG16	4
FAM192A	7
NOMO1	31
CCDC154	17
KCTD13	6
ASPHD1	3
SLC12A3	26
SLC6A4	15
MAP2K6	12
CCDC200	9
ABCA10	40
DHRS7B	7
RHOT1	21
TIAF1	1
MYOCD	14
PLXDC1	14
MRM3	4
KPNA2	11
GLOD4	9
ARL4D	2
ACACA	56
BAHCC1	29
CAMKK1	16
KRT13	8
RNF157	19
CD300C	4
NEURL4	29
KRTAP2-4	1
HOXB1	2
KRT40	7
CCL5	3
C17orf100	12
SRP68	16
AC073508.2	11
FKBP10	10
CDK5R1	2
TEKT3	9
HLF	4
SOCS3	2
PDE6G	4
TOP3A	19
TMEM132E	9
RHBDL3	9
USP36	21
ABCA8	40
C17orf75	10
NME2	4
NME1-NME2	8
NME1	8
CORO6	11
HEXIM1	1
EVPLL	11
NSRP1	7
ARHGAP44	21
TSPAN10	4
HEATR6	20
PIMREG	5
GPR179	11
GAST	3
TOM1L2	15
EIF1	4
CDR2L	5
PSMB6	6
LRRC37A2	15
OR1G1	1
SREBF1	20
KAT7	15
WDR81	10
PSMD12	11
KANSL1	15
PEX12	3
GAS2L2	6
HELZ	33
GPS1	8
ABCA6	39
TMEM106A	9
PPP1R1B	7
UTP6	19
ZNHIT3	5
ACAP1	22
MAPK7	7
INCA1	8
PRAC1	2
KPNB1	22
PROCA1	4
MINK1	32
FMNL1	27
MYO18A	1
TMEM235	6
ABR	23
ELAC2	24
CDK12	14
MED1	17
EFCAB5	23
GGNBP2	14
PRR15L	2
SLC25A10	15
AC139530.2	5
CRYBA1	6
TIMM22	4
CA4	8
RAD51D	7
WIPI1	13
BIRC5	5
TBC1D3H	14
TBC1D3F	14
CCL7	3
TBC1D3I	14
C17orf78	7
ABCA5	39
MAP3K14	15
RPL19	6
SLC47A2	17
KIF18B	16
UBE2Z	7
LRRC46	8
SCRN2	8
ZNF18	9
TMEM256	4
TMEM256-PLSCR3	8
CCL1	3
CCL13	3
PLSCR3	8
CCL8	3
DNAH9	69
LASP1	7
PRPSAP1	10
B9D1	7
C17orf99	5
PIP4K2B	10
SYNGR2	4
RPS6KB1	15
SHISA6	6
RNFT1	9
UBALD2	3
AC005702.1	15
TK1	7
CWC25	10
PTGES3L	6
AARSD1	12
PTGES3L-AARSD1	12
LGALS9B	11
ACTG1	5
RAC3	6
ABHD15	2
ALDH3A2	11
PNPO	7
TMEM11	2
WFIKKN2	2
SMCR8	2
NUFIP2	4
MRPL12	5
GAS7	14
ZNF207	12
C1QTNF1	5
NARF	11
NEUROD2	2
NBR1	21
LHX1	5
PFN1	3
AC026954.2	11
KRTAP16-1	1
AKAP10	15
DRG2	13
CHRNE	12
NPLOC4	17
SUZ12	16
TNK1	13
C17orf58	3
KRT19	6
CEP295NL	5
ABCA9	39
WDR45B	10
CYTH1	13
CDK5RAP3	14
SPATA32	5
APPBP2	13
SPAG9	30
CACNB1	14
PLCD3	15
USP22	13
SRCIN1	19
AATK	14
ASPA	6
AIPL1	6
CCDC103	4
RAI1	6
TEX2	12
EFTUD2	3
CD7	4
ENDOV	10
CNTD1	7
KIAA0100	39
VPS25	6
AXIN2	11
SYNRG	22
HSF5	6
LSM12	6
FZD2	1
MRM1	5
SP6	2
NOTUM	11
ANKRD40	5
BCL6B	9
DHRS7C	6
C17orf98	3
HGS	22
VAT1	6
MYO19	26
MYL4	8
AOC3	4
RNASEK-C17orf49	7
TEPSIN	12
KRT34	7
KRTAP4-12	1
TMEM220	4
GRAPL	4
ADPRM	4
AC005324.4	5
PIRT	2
SCO1	6
TBC1D26	15
RPH3AL	10
RAB40B	6
IGF2BP1	15
GIP	6
ARL5C	6
DNAH17	10
OXLD1	6
LIG3	20
SLC47A1	17
RAD51L3-RFFL	7
CPD	21
LGALS3BP	6
CCDC57	17
TBC1D16	12
DUS1L	13
TSR1	8
GRN	13
PHB	8
SMURF2	19
CHRNB1	11
POLDIP2	11
TMIGD1	7
BCAS3	25
TBX2	7
NMT1	5
ASPSCR1	17
ITGB3	15
GEMIN4	2
AC068234.1	15
EFCAB13	18
PSMB3	6
BLMH	12
TIMP2	5
ANKRD13B	15
FOXK2	9
CANT1	4
KCNJ16	4
FBXL20	15
AATF	12
RFNG	8
SSH2	16
TP53I13	2
HEXIM2	4
USP32	34
PGS1	10
RND2	5
MIEF2	4
RPL27	4
AMZ2	7
FBXO47	11
FAAP100	9
LUC7L3	11
ATP5MC1	5
RNF112	14
AFMID	11
RCVRN	3
MYADML2	3
CFAP52	14
KRT32	7
GIT1	21
TAOK1	20
NATD1	3
CCDC137	6
CCDC144NL	4
CCL2	3
CCL3L1	3
OSBPL7	23
SPAG7	7
SPACA3	5
P2RX1	12
CCL18	3
KRT9	8
TBKBP1	9
CCL4	3
CCL3	3
KRT14	8
CAMTA2	23
KRT15	8
FLII	30
BRCA1	24
STAC2	11
PPM1D	6
TOB1	2
C17orf64	6
FAM20A	11
RFFL	7
GLP2R	13
RPL23	5
SNF8	8
DCAKD	5
ACBD4	12
LRRC37B	12
QRICH2	19
FAM57A	5
SLC38A10	16
HOXB9	2
KRTAP9-8	1
KRTAP9-1	1
KRTAP4-4	1
KRTAP4-6	1
HOXB4	2
MYH4	40
KRBA2	6
PLD2	25
TRPV1	17
DHRS11	7
DCXR	8
GCGR	14
ARSG	12
SP2	7
PRKAR1A	11
CDRT15L2	2
CCL4L2	3
CNP	14
NCBP3	13
ALOX12	14
CCL15-CCL14	7
CCL15	4
CCL14	7
CDC27	19
C17orf49	7
CD300E	4
ZNF385C	8
ARHGAP23	24
WNT9B	4
KCNH6	14
SLC16A5	6
CYB5D1	4
PER1	23
LYRM9	5
HNF1B	9
RASD1	2
C17orf50	3
SAT2	6
MEIOC	8
SOX15	2
SLC16A3	4
SLFN13	6
CSNK1D	4
IKZF3	8
G6PC3	6
FXR2	17
MBTD1	17
EIF4A1	11
DHRS13	5
COPS3	12
PELP1	17
EFCAB3	12
SCARF1	11
C17orf47	2
TEX14	33
SLFN12L	4
METTL16	10
OMG	2
RAMP2	4
AC134669.1	2
SHBG	17
UTP18	14
SEPT4	13
SLC25A19	6
RILP	8
YPEL2	5
SCN4A	24
SENP3-EIF4A1	11
SENP3	11
PAFAH1B1	11
TP53	11
TRIM37	24
OR4D2	1
FTSJ3	21
ENPP7	6
OVCA2	2
DGKE	12
STX8	8
EPN2	11
DNAJC7	14
TMC6	20
ENO3	3
CD300LD	4
KRTAP17-1	1
PIK3R5	19
HOXB2	2
KRT20	8
ATPAF2	14
ODF4	3
SHPK	7
FOXJ1	3
HOXB13	2
KRT35	8
KRT33A	7
CD300A	7
BTBD17	3
MYH3	41
MYH8	40
NFE2L1	6
SMARCE1	11
CDRT4	4
AC120057.2	4
GABARAP	4
SOCS7	10
PITPNM3	20
TANC2	25
UNK	16
WSCD1	9
UBE2O	18
TLCD2	4
ARRB2	15
MAP2K4	12
CCT6B	14
LLGL1	23
HOXB7	2
KRTAP9-3	1
KRTAP9-2	1
DOC2B	9
KRT39	7
KRT23	9
MYO15A	66
KRTAP4-1	1
GPR142	4
KRT12	8
ST6GALNAC1	9
KIAA0753	19
CYB561	6
HAP1	11
HS3ST3B1	2
DCAF7	7
SHMT1	12
CENPX	17
RUNDC1	5
CCL11	3
COPRS	4
TBC1D3B	14
NTN1	7
NDUFAF8	3
RPL26	4
MXRA7	4
TVP23C	7
RANGRF	5
CCDC47	13
CLUH	26
ASB16	5
RNF213	68
BECN1	12
LRRC59	7
ZFP3	2
TMEM102	3
SPEM1	3
CLEC10A	9
THRA	10
PHF12	15
AC015688.4	11
GH1	5
AC127029.3	5
FLOT2	11
ANAPC11	6
LRRC37A3	14
PPM1E	7
RPAIN	17
CUEDC1	11
PPP1R27	3
TMEM92	6
FN3KRP	6
PYCR1	3
TTLL6	16
KRT36	7
ABCC3	31
NKIRAS2	4
ACLY	29
KRTAP4-11	1
HOXB5	2
RDM1	7
SLC2A4	11
AC135178.2	6
ULK2	27
TVP23C-CDRT4	4
AC015802.6	9
LRRC45	17
C1QL1	2
PCGF2	12
KRT24	8
EPOP	1
JMJD6	7
OR3A2	1
NPTX1	5
RAP1GAP2	25
TBX21	6
CCL16	3
TTC25	12
RFLNB	2
GPRC5C	4
KRTAP2-1	1
SPDYE4	6
KLHL11	2
XAF1	7
KRTAP9-9	1
PIK3R6	20
KRTAP4-3	1
ZNF286A	5
KRTAP1-1	1
KRTAP3-1	1
SKAP1	13
KRT25	8
MYH1	40
STRADA	17
FBF1	30
CDC42EP4	2
MRPL38	9
AC087289.3	9
SDK2	45
KCNAB3	14
JUP	14
CNTROB	19
AC113554.1	31
ACE	25
AC104581.2	14
TRAPPC1	4
CTC1	23
ZNF287	6
ATP5PD	6
AC129492.3	5
SERPINF2	10
MRPL58	6
CHD3	40
AOC2	4
TMEM94	31
TEX19	2
G6PC	5
CCL23	4
KRT38	7
C17orf113	3
ITGAE	31
TMC8	16
TEKT1	8
C17orf97	2
SPECC1	15
LYZL6	5
HOXB3	2
ALKBH5	4
TRIM16	17
CDRT1	17
ACOX1	14
AC005670.2	10
RAB11FIP4	15
CALCOCO2	14
USP43	15
SEC14L1	20
KRT37	7
KRT31	7
KRT33B	7
KRTAP29-1	1
KLHL10	5
NT5C3B	9
DRC3	14
C17orf107	12
GID4	6
MLLT6	20
CYGB	4
TBC1D3L	13
UBTF	21
GALK1	40
DBF4B	14
MPDU1	7
GDPD1	10
NXN	8
PIGW	2
GPS2	11
MGAT5B	16
KRTAP4-5	1
KRTAP2-3	1
KRTAP1-5	1
KRTAP3-3	1
KIF19	20
EXOC7	9
DNAI2	13
RNF222	3
KRT26	8
SNX11	8
P2RX5-TAX1BP3	4
TAX1BP3	4
P2RX5	15
TTYH2	14
SDF2	3
KRT27	8
KRT28	8
SUPT6H	37
CDK3	7
ZNF624	6
TNRC6C	21
CD300LB	4
KRTAP9-6	1
SLC25A11	8
KRTAP4-7	1
SLC13A5	12
CTNS	13
ALOX15B	14
ARHGEF15	16
P3H4	9
DVL2	15
RNF43	9
DUSP14	2
EPX	13
VEZF1	6
DHX33	12
C17orf51	2
ASIC2	10
TMEM105	3
FBXO39	4
MFSD6L	1
NPEPPS	23
NDEL1	9
TMEM99	8
KRT10	8
AC005324.3	17
NT5M	5
AC005726.1	12
CCDC43	8
MSL1	10
ACSF2	17
CHAD	4
RABEP1	18
ASGR2	9
USP6	38
TRIM25	12
KRTAP3-2	1
YBX2	9
CEP131	26
MYH10	43
MED31	4
ST6GALNAC2	9
MAP3K3	17
PMP22	5
CSF3	5
PHF23	5
RHBDF2	19
WBP2	9
HS3ST3A1	2
TACO1	5
OR1E1	1
TNS4	13
OR3A3	1
COX10	7
OR1E2	1
OR1A1	3
OR1A2	1
C17orf80	6
CPSF4L	6
ARL17A	15
OR1D2	2
FAM117A	8
ZMYND15	14
WIPF2	8
DHX40	18
OTOP2	7
CACNG5	6
PPP1R9B	10
WSB1	9
VPS53	22
CCDC42	7
TMEM98	8
CBX1	5
AC027796.3	14
AC046185.1	12
SEPT9	12
TRIM47	6
NLK	11
RPTOR	34
BPTF	28
AC005837.2	2
MFSD11	2
TEN1	4
TEN1-CDK3	4
MYO1D	22
LIMD2	5
TRIM65	6
ARMC7	3
LRRC75A	4
GSDMA	12
HEXDC	12
TMEM88	2
OR1D5	1
ORMDL3	6
KRT16	8
SLC46A1	9
CRHR1	15
NGFR	6
ARHGDIA	7
SKA2	4
PLEKHM1	12
TUBG2	11
FN3K	6
SOST	2
ENGASE	14
TCAP	2
ETV4	13
PCTP	6
NR1D1	8
STARD3	15
MED24	26
YWHAE	6
DHX8	23
DDX42	19
JPT1	4
CDRT15	3
MPO	12
B3GNTL1	13
CBX8	5
ASGR1	9
MRPS23	5
CYB5D2	4
RPL23A	5
ABI3	8
ZSWIM7	5
PSMC3IP	8
MLX	8
LRRC3C	2
TOP2A	35
AC005697.1	5
TOM1L1	16
GFAP	4
OTOP3	7
GRB2	6
CA10	9
AP2B1	22
SOX9	3
DERL2	7
SLC43A2	15
EVI2B	2
FDXR	12
INTS2	25
TNFSF13	11
TEFM	4
PVALEF	7
BORCS6	1
KCTD2	6
MARCH10	12
HID1	19
UTS2R	1
VMP1	12
SLC5A10	15
RASL10B	4
SLC13A2	12
CEP112	7
COL1A1	51
LGALS9	11
TMEM101	5
KSR1	22
SLFN12	6
RGS9	19
KRTAP9-7	1
KRTAP9-4	1
KRTAP4-2	1
KRTAP1-4	1
KRTAP1-3	1
GALR2	2
ZACN	2
GUCY2D	20
MAFG	3
GOSR2	10
TMEM97	3
TSEN54	11
CCR7	3
TRPV3	18
WNT3	5
NT5C	5
PSMD3	12
H3F3B	4
TRPV2	15
TBC1D3K	14
GJC1	3
MMP28	3
MED9	2
WNK4	19
APOH	8
MED13	30
ALOX15	15
SPATA20	17
ALOX12B	15
ERN1	22
STAT3	24
TAF15	22
TLK2	23
PIPOX	15
PRR29	6
GPATCH8	8
MYH2	40
EVPL	7
RPL38	5
MYH13	40
LLGL2	26
UNC13D	32
ALDH3A1	10
SPATA22	9
NAA38	4
OGFOD3	10
AC004687.2	5
NAGS	7
MYCBPAP	19
PCYT2	2
GGA3	17
SLFN5	5
AKAP1	12
DUSP3	3
MRPL27	4
SPEM2	3
MSI2	14
NCOR1	46
SRSF2	2
KRT222	6
PRCD	4
SUMO2	4
OR3A1	2
TMEM107	5
MILR1	10
ATXN7L3	12
GSDMB	11
NOL11	18
CLDN7	4
AC003688.1	4
MRPL45	8
ATP6V0A1	21
SLC39A11	10
METRNL	4
FAM104A	14
ARL17B	14
CXCL16	6
GRAP	5
ALDOC	9
SPAG5	24
ICAM2	6
STAT5A	20
SIRT7	10
SLC25A35	5
GJD3	1
CHMP6	8
PSME3	11
CACNG4	4
MTMR4	19
GH2	4
FAM171A2	8
FLCN	14
NACA2	1
GGT6	4
SUPT4H1	5
ATAD5	23
BRIP1	20
RETREG3	9
CEP95	20
DPH1	13
CRK	3
NLGN2	7
TNFAIP1	7
TXNDC17	4
COPZ2	9
BAIAP2	15
NUP85	19
AURKB	9
COG1	14
NOS2	27
GLTPD2	4
COX11	4
ALOXE3	16
DNAH2	86
CACNA1G	38
PTRH2	32
CLTC	32
DDX52	15
PRPF8	42
PFAS	23
PSMD11	14
SERPINF1	8
NSF	21
VAMP2	5
CYBC1	8
GRB7	15
MPP2	13
TRAF4	7
TBC1D29	5
ATP1B2	7
CENPV	5
TTC19	5
ANKFN1	17
AC007846.2	9
VMO1	3
CASKIN2	20
CDC6	12
SECTM1	5
USH1G	3
PIGS	12
SMTNL2	8
STAT5B	19
MKS1	18
DYNLL2	3
NUP88	18
CBX4	5
IGFBP4	4
SSTR2	2
KRT17	8
METTL2A	9
KCNJ2	2
HDAC5	27
EPN3	10
RNF135	5
KDM6B	22
PITPNC1	9
RARA	9
ITGB4	40
MED11	3
KIF2B	1
COA3	19
PRKCA	17
MNT	6
AC004805.1	7
CD79B	8
PYY	7
TNFSF12	11
RTN4RL1	2
CD300LF	7
TRARG1	3
HIGD1B	3
FAM187A	4
UBB	2
NLRP1	2
RAPGEFL1	15
FADS6	6
TADA2A	16
OR4D1	3
NLE1	4
MPP3	18
SCPEP1	13
ZNF652	6
RBFOX3	15
AC002094.3	8
SARM1	8
WRAP53	10
CCDC40	20
SRSF1	4
CRLF3	8
TUBG1	11
DDX5	13
P4HB	11
SCIMP	5
MEOX1	3
GNGT2	4
LGALS9C	11
TUBD1	9
STXBP4	18
TM4SF5	5
HES7	4
FOXN1	8
CACNG1	4
CSHL1	5
SGCA	10
EZH1	21
AC099850.2	10
SLFN11	7
SPOP	11
ADAP2	11
LINC02210-CRHR1	15
RAB5C	8
MPRIP	23
ERBB2	8
PLEKHH3	13
TNFRSF13B	5
DHX58	14
ZNF594	1
FGF11	5
ATP2A3	23
AC055811.2	2
FNDC8	4
C1QBP	6
CFAP97D1	6
DLX4	3
XYLT2	11
SLC52A1	5
C17orf67	8
B4GALNT2	11
KIF1C	23
RUNDC3A	11
TMEM100	4
ADORA2B	2
SLC16A13	4
MCRIP1	7
POLG2	8
MAP2K3	12
TMEM104	10
HIC1	19
ITGA3	26
CCDC182	1
GOSR1	9
ZZEF1	55
COIL	7
TAC4	5
NOG	1
PIGL	7
RPA1	17
AC098850.3	26
CCDC144A	26
SMYD4	11
NAGLU	6
MMD	7
SLC9A3R1	6
HSD17B1	6
RAB37	7
BHLHA9	1
SLC4A1	20
PNMT	3
SMG6	19
SRR	19
SGSM2	24
SLC35B1	9
LRRC37A	14
ADAM11	27
EFNB3	5
PEMT	7
CAVIN1	2
ALYREF	6
SPNS3	12
MRPS7	5
ZNF750	3
FBXW10	14
CCR10	2
TRIM16L	5
VTN	8
TMEM199	6
CNTNAP1	24
PITPNA	12
ITGA2B	30
NXPH3	2
MAPT	15
PLD6	2
SPPL2C	1
LPO	18
STH	1
INPP5K	12
TBX4	9
AC099811.2	18
RAD51C	9
PPY	4
TNFSF12-TNFSF13	11
PRPSAP2	12
PRR11	10
TVP23B	7
NPB	2
DLG4	22
SGSH	8
GNA13	4
SPNS2	13
CSH2	5
SLC26A11	8
MYBBP1A	27
ACADVL	21
CARD14	23
KAT2A	18
GRIN2C	13
ZNF286B	5
TBC1D28	9
MYO1C	32
DLX3	3
KCNJ12	3
ZNF232	5
PGAP3	8
CD300LG	7
PSMC5	21
AC015813.2	4
CBX2	5
ARHGAP27	17
NEK8	15
ANKFY1	25
ZPBP2	8
MRC2	30
FAM83G	6
C17orf53	10
HEATR9	15
SEZ6	17
UNC119	5
CASC3	14
SGK494	12
SLFN14	4
NF1	58
CSH1	5
TSPOAP1	32
SMG8	3
RSAD1	9
ZBTB4	4
SLC35G6	2
KCNH4	17
FASN	43
HCRT	2
RECQL5	20
UBE2G1	6
GAA	20
TBCD	39
SAP30BP	11
SAMD14	11
UNC45B	20
PDK2	11
SMARCD2	13
EIF4A3	12
POLR2A	10
GHDC	9
ERAL1	10
SMIM5	2
SMIM6	2
FAM222B	3
SLC35G3	1
SETBP1	6
TXNL1	8
SMIM21	3
BOD1L2	1
MPPE1	11
TGIF1	3
NARS	14
SERPINB11	8
MC2R	2
TSHZ1	2
MAPRE2	7
GNAL	12
LOXHD1	24
FAM69C	4
C18orf63	14
SLC39A6	10
PARD6G	3
PIEZO2	52
FBXO15	10
TIMM21	6
CHMP1B	1
ZADH2	2
ME2	16
CNDP2	12
CNDP1	12
MYL12B	4
SERPINB7	8
PSMG2	17
MC5R	2
RAX	3
PHLPP1	17
RNMT	12
CYB5A	5
ZNF397	4
ZSCAN30	5
MBD1	16
RNF165	8
ELP2	23
ADNP2	4
SLC35G4	1
CDH2	16
AC007998.2	3
INO80C	3
CBLN2	5
APCDD1	5
DSC3	16
WDR7	28
ZNF407	8
GALNT1	11
RBFA	7
AC090360.1	7
PSTPIP2	15
TXNDC2	2
TXNL4A	3
ELAC1	4
ATP8B1	28
EMILIN2	8
CCDC178	23
ATP9B	30
CCBE1	12
PRELID3A	7
BCL2	2
TYMS	7
ZNF516	7
C18orf21	5
RTTN	49
CABLES1	10
TMEM241	10
TWSG1	5
NAPG	12
C18orf25	5
VAPA	7
NEDD4L	31
CTDP1	13
TCF4	21
AC091551.1	4
MTCL1	17
MAPK4	6
RMC1	20
KCNG2	2
CDH19	12
CD226	8
MYO5B	40
ST8SIA5	8
RAB31	7
DSEL	2
CTAGE1	1
RPL17-C18orf32	3
ZNF519	3
CEP192	45
AC012254.2	7
DSG4	15
METTL4	9
ARHGAP28	2
SALL3	3
LDLRAD4	6
KLHL14	9
TRAPPC8	29
HAUS1	9
ATP5F1A	12
RBBP8	19
CDH7	12
SS18	11
SNRPD1	4
DYM	17
SERPINB10	9
RPRD1A	7
ZNF396	4
PQLC1	6
SOCS6	2
RIOK3	13
PPP4R1	20
ACAA2	10
CCDC102B	16
ESCO1	12
RIT2	5
SYT4	4
DCC	29
PMAIP1	2
DOK6	8
GATA6	7
SLC14A2	20
NETO1	11
AQP4	5
PSMA8	7
POTEC	11
LPIN2	20
SMCHD1	48
TAF4B	15
ANKRD12	13
NDUFV2	8
STARD6	9
HSBP1L1	4
ZNF24	4
KCTD1	5
MIB1	21
LIPG	10
CTIF	13
CFAP53	8
MALT1	17
DSG3	16
NPC1	20
SIGLEC15	6
RALBP1	10
ZCCHC2	14
TMEM200C	3
EPB41L3	23
IMPA2	8
ENOSF1	7
SEH1L	9
MBP	6
PTPN2	9
SKA1	7
C18orf32	3
RPL17	6
CXXC1	15
SMAD7	4
CEP76	12
EPG5	44
CHST9	6
AC090227.1	7
PIK3C3	25
MYL12A	4
ONECUT2	2
ANKRD30B	36
TTR	4
PIAS2	14
ELOA2	1
ELOA3C	1
ELOA3B	1
ELOA3D	1
KATNAL2	15
ABHD3	9
CETN1	1
HDHD2	7
NOL4	11
SPIRE1	17
CPLX4	3
AFG3L2	17
LRRC30	1
LAMA1	63
KIAA1328	10
MRO	7
ROCK1	33
DTNA	20
HMSD	4
SERPINB3	8
VPS4B	11
SERPINB13	8
KDSR	10
ZBTB7C	4
SMAD4	9
GRP	3
MEP1B	15
DSG1	15
GREB1L	33
C18orf54	9
MYOM1	38
HRH4	3
IMPACT	11
MC4R	1
FECH	11
SERPINB8	7
SERPINB5	7
FHOD3	29
SERPINB2	9
L3MBTL4	20
YES1	12
RNF138	8
CLUL1	11
ZNF236	31
TMX3	16
SLC14A1	9
RAB12	6
ZNF521	8
CCDC68	12
DYNAP	3
RNF152	2
MEX3C	2
NFATC1	10
PTPRM	33
RAB27B	6
POLI	10
CDH20	12
SKOR2	9
SERPINB4	8
SEC11C	6
RNF125	6
MBD2	7
ST8SIA3	4
NDC80	17
CABYR	6
TPGS2	29
SERPINB12	7
TUBB6	4
IER3IP1	3
TTC39C	14
ADCYAP1	4
AKAIN1	2
B4GALT6	9
DSG2	15
THOC1	21
TNFRSF11A	10
ANKRD29	10
USP14	16
PIGN	31
ELOA3	1
DSC2	16
DLGAP1	13
DSC1	16
ZBTB14	4
CELF4	13
GALR1	3
CIDEA	5
ANKRD62	14
GAREM1	8
SLC25A52	1
ALPK2	13
COLEC12	10
LAMA3	75
ASXL3	12
OSBPL1A	28
FAM210A	5
LMAN1	13
RELCH	29
SMAD2	11
ZNF532	11
MOCOS	15
FAM71E1	7
MYBPC2	28
RCN3	7
ZNF574	2
ZNF507	6
DPY19L3	19
ILF3	20
TEAD2	13
EMC10	7
PTH2	2
GRIK5	19
RABAC1	5
BRSK1	19
CEACAM5	10
ZSCAN18	7
GCDH	12
ZNF417	6
TGFB1	15
DNASE2	6
KCNN4	9
C19orf33	4
AC011498.4	8
KLF1	3
ZNF728	4
ZNF543	4
DUXA	6
DNAAF3	12
ZNF576	3
CYP2A6	9
MIA-RAB4B	4
APC2	14
XRCC1	17
DAZAP1	12
SHD	6
LPAR2	6
TTYH1	13
CNFN	4
NDUFA13	5
CXCL17	4
NR1H2	9
FLT3LG	8
IZUMO2	7
AC010616.2	5
CEACAM21	7
TNFAIP8L1	2
MYDGF	2
A1BG	8
ZSCAN1	6
AKT1S1	17
PNKP	17
SIGLEC11	11
ZNF283	7
ERICH4	2
ZNF681	4
GATAD2A	14
ZNF836	5
LGALS4	10
CNTD2	5
DBP	4
HAPLN4	5
MEIS3	13
KANK3	11
FAM83E	5
SPPL2B	8
KLK11	6
STRN4	18
CTXN1	2
NFKBID	12
AC008758.5	4
ZNF791	4
AC008758.6	4
ZNF564	4
AC010422.6	4
ZNF443	4
AC008758.1	4
ZNF709	4
AC008758.4	4
AXL	20
AC003005.1	4
AC003002.3	3
AKAP8	14
ZNF471	5
LYPD3	5
TEX101	8
HCN2	8
RGL3	19
RNASEH2A	8
ZNF486	4
MADCAM1	5
PSG2	6
ZNF578	6
ZNF569	6
UBE2S	4
PSG8	5
GMIP	21
AC008687.8	5
ZNF616	4
RAVER1	13
C19orf81	5
ZNF180	5
TSHZ3	2
ZNF222	11
DMAC2	6
ZNF675	4
CYP2F1	10
DPF1	12
MAP1S	7
SH3GL1	10
VRK3	15
CATSPERG	29
ZNF329	5
ZNF225	5
ZNF223	5
C19orf18	6
ZNF256	3
ZNF530	3
AC003006.1	3
ZNF773	4
NCR1	7
POLD1	27
C19orf57	8
RPS11	5
DKKL1	5
RASGRP4	17
ZNF112	5
UQCR11	3
AC005943.1	7
AC010327.1	8
ZNF730	4
CYP2B6	9
GMFG	7
EGLN2	5
ZNF575	7
EPHX3	7
PLPPR2	10
KEAP1	6
ZNF573	5
NLRP8	10
RAB3D	5
FSD1	13
SLC27A1	12
PSG3	7
AC008687.1	3
NFKBIB	6
DOHH	5
KCNC3	5
CCDC155	20
ATP1A3	25
AC245748.1	5
CD79A	5
PPP6R1	24
ZNF726	3
ZIK1	4
PRMT1	11
ARMC6	9
CLEC4M	7
RHPN2	15
AC008763.3	2
ALKBH7	4
CSNK1G2	12
ANKRD27	29
ALDH16A1	17
ZNF155	6
SYCE2	6
ATF5	3
ZNF587B	3
ZNF586	3
ZNF587	3
ZNF536	5
CEACAM3	7
CEACAM7	5
IL4I1	10
ZNF45	10
RNF126	9
CYP2A13	9
BAX	5
NDUFS7	8
HAS1	5
SPHK2	4
AC006538.2	2
